t # 0
v 0 18
v 1 24
v 2 5
v 3 16
v 4 11
v 5 27
v 6 22
v 7 15
v 8 13
v 9 3
v 10 30
v 11 7
v 12 29
v 13 17
v 14 25
v 15 14
v 16 10
v 17 2
v 18 31
v 19 21
e 20 24 1
e 20 25 1
e 20 26 1
e 20 27 1
e 21 23 1
e 21 24 1
e 21 26 1
e 21 27 1
e 22 23 1
e 22 24 1
e 22 25 1
e 22 26 1
e 22 27 1
e 23 24 1
e 23 25 1
e 23 26 1
e 23 27 1
e 24 25 1
e 24 26 1
e 24 27 1
e 25 26 1
e 25 27 1
e 26 27 1
t # 19
v 0 17
v 1 6
v 2 21
v 3 13
v 4 8
v 5 0
v 6 24
v 7 18
v 8 26
v 9 2
v 10 12
v 11 28
v 12 29
v 13 22
v 14 15
v 15 20
v 16 23
v 17 4
v 18 27
v 19 7
v 20 19
v 21 5
e 0 3 1
e 0 18 1
e 0 21 1
e 1 5 1
e 1 9 1
e 2 9 1
e 2 14 1
e 2 18 1
e 3 10 1
e 3 11 1
e 4 14 1
e 4 18 1
e 4 21 1
e 5 7 1
e 5 9 1
e 5 21 1
e 6 7 1
e 6 15 1
e 6 18 1
e 7 10 1
e 7 14 1
e 8 9 1
e 8 13 1
e 8 16 1
e 8 17 1
e 9 16 1
e 9 18 1
e 11 17 1
e 12 13 1
e 12 15 1
e 13 16 1
e 13 18 1
e 13 20 1
e 14 15 1
e 14 19 1
e 14 21 1
e 15 17 1
e 15 21 1
e 17 19 1
e 17 21 1
e 20 21 1
t # 20
v 0 12
v 1 26
v 2 17
v 3 25
v 4 8
v 5 24
v 6 28
v 7 3
v 8 10
v 9 21
v 10 1
v 11 31
v 12 16
v 13 0
v 14 22
v 15 29
v 16 18
v 17 23
v 18 14
v 19 9
v 20 7
v 21 27
v 22 13
v 23 15
v 24 11
v 25 19
e 0 2 1
e 0 3 1
e 0 4 1
e 0 9 1
e 0 13 1
e 0 14 1
e 0 17 1
e 0 18 1
e 0 19 1
e 0 20 1
e 0 23 1
e 0 24 1
e 0 25 1
e 1 3 1
e 1 4 1
e 1 7 1
e 1 11 1
e 1 12 1
e 1 13 1
e 1 15 1
e 1 18 1
e 1 19 1
e 1 21 1
e 1 23 1
e 1 25 1
e 2 6 1
e 2 8 1
e 2 11 1
e 2 12 1
e 2 14 1
e 2 16 1
e 2 18 1
e 2 19 1
e 2 20 1
e 2 22 1
e 2 23 1
e 2 25 1
e 3 4 1
e 3 5 1
e 3 7 1
e 3 9 1
e 3 12 1
e 3 14 1
e 3 15 1
e 3 16 1
e 3 18 1
e 3 19 1
e 3 21 1
e 3 22 1
e 3 23 1
e 4 8 1
e 4 10 1
e 4 11 1
e 4 12 1
e 4 14 1
e 4 15 1
e 4 17 1
e 4 18 1
e 4 19 1
e 4 20 1
e 4 21 1
e 4 22 1
e 4 23 1
e 4 25 1
e 5 6 1
e 5 7 1
e 5 8 1
e 5 9 1
e 5 10 1
e 5 11 1
e 5 13 1
e 5 16 1
e 5 17 1
e 5 18 1
e 5 20 1
e 5 21 1
e 5 22 1
e 5 23 1
e 5 24 1
e 6 7 1
e 6 9 1
e 6 10 1
e 6 15 1
e 6 17 1
e 6 18 1
e 6 19 1
e 6 20 1
e 6 21 1
e 6 22 1
e 6 25 1
e 7 8 1
e 7 9 1
e 7 14 1
e 7 17 1
e 7 18 1
e 7 19 1
e 7 20 1
e 7 21 1
e 7 22 1
e 7 24 1
e 8 10 1
e 8 11 1
e 8 12 1
e 8 19 1
e 8 20 1
e 8 21 1
e 8 24 1
e 9 10 1
e 9 13 1
e 9 15 1
e 9 17 1
e 9 18 1
e 9 19 1
e 9 22 1
e 9 23 1
e 9 24 1
e 9 25 1
e 10 11 1
e 10 13 1
e 10 15 1
e 10 17 1
e 10 19 1
e 10 20 1
e 10 21 1
e 10 22 1
e 11 12 1
e 11 15 1
e 11 16 1
e 11 18 1
e 11 19 1
e 11 21 1
e 11 24 1
e 11 25 1
e 12 13 1
e 12 16 1
e 12 20 1
e 12 21 1
e 12 22 1
e 12 23 1
e 12 24 1
e 12 25 1
e 13 14 1
e 13 15 1
e 13 16 1
e 13 18 1
e 13 21 1
e 13 22 1
e 14 15 1
e 14 16 1
e 14 19 1
e 14 20 1
e 14 22 1
e 14 24 1
e 15 16 1
e 15 17 1
e 15 19 1
e 15 21 1
e 15 23 1
e 16 17 1
e 16 21 1
e 16 22 1
e 16 23 1
e 16 24 1
e 17 18 1
e 17 22 1
e 18 20 1
e 18 22 1
e 19 21 1
e 19 22 1
e 19 23 1
e 19 25 1
e 20 21 1
e 20 22 1
e 20 25 1
e 21 22 1
e 21 23 1
e 21 24 1
e 21 25 1
e 22 23 1
e 22 24 1
e 23 25 1
t # 21
v 0 18
v 1 4
v 2 9
v 3 26
v 4 24
v 5 1
v 6 10
v 7 13
v 8 30
v 9 16
v 10 21
v 11 14
v 12 7
v 13 31
v 14 8
v 15 11
v 16 25
v 17 15
v 18 29
v 19 17
v 20 2
v 21 27
v 22 22
v 23 6
e 0 1 1
e 0 3 1
e 0 4 1
e 0 5 1
e 0 6 1
e 0 8 1
e 0 10 1
e 0 11 1
e 0 12 1
e 0 13 1
e 0 14 1
e 0 15 1
e 0 16 1
e 0 17 1
e 0 18 1
e 0 20 1
e 0 21 1
e 0 22 1
e 0 23 1
e 1 2 1
e 1 3 1
e 1 4 1
e 1 5 1
e 1 6 1
e 1 7 1
e 1 8 1
e 1 10 1
e 1 11 1
e 1 12 1
e 1 13 1
e 1 14 1
e 1 15 1
e 1 16 1
e 1 17 1
e 1 20 1
e 1 23 1
e 2 3 1
e 2 4 1
e 2 5 1
e 2 7 1
e 2 8 1
e 2 10 1
e 2 11 1
e 2 12 1
e 2 13 1
e 2 14 1
e 2 15 1
e 2 17 1
e 2 18 1
e 2 19 1
e 2 21 1
e 2 22 1
e 2 23 1
e 3 6 1
e 3 7 1
e 3 9 1
e 3 13 1
e 3 14 1
e 3 15 1
e 3 17 1
e 3 18 1
e 3 19 1
e 3 21 1
e 3 23 1
e 4 6 1
e 4 7 1
e 4 8 1
e 4 11 1
e 4 13 1
e 4 14 1
e 4 15 1
e 4 16 1
e 4 17 1
e 4 19 1
e 4 21 1
e 4 22 1
e 4 23 1
e 5 6 1
e 5 7 1
e 5 8 1
e 5 9 1
e 5 11 1
e 5 12 1
e 5 13 1
e 5 14 1
e 5 17 1
e 5 18 1
e 5 20 1
e 5 22 1
e 6 7 1
e 6 8 1
e 6 13 1
e 6 15 1
e 6 17 1
e 6 21 1
e 6 22 1
e 6 23 1
e 7 8 1
e 7 9 1
e 7 10 1
e 7 12 1
e 7 13 1
e 7 14 1
e 7 15 1
e 7 17 1
e 7 18 1
e 7 19 1
e 7 20 1
e 7 21 1
e 7 22 1
e 7 23 1
e 8 9 1
e 8 10 1
e 8 11 1
e 8 13 1
e 8 14 1
e 8 15 1
e 8 17 1
e 8 18 1
e 8 19 1
e 8 20 1
e 8 21 1
e 8 22 1
e 9 10 1
e 9 11 1
e 9 13 1
e 9 19 1
e 9 20 1
e 9 22 1
e 9 23 1
e 10 11 1
e 10 13 1
e 10 17 1
e 10 18 1
e 10 19 1
e 10 22 1
e 11 12 1
e 11 13 1
e 11 14 1
e 11 16 1
e 11 17 1
e 11 18 1
e 11 19 1
e 11 20 1
e 11 22 1
e 12 13 1
e 12 14 1
e 12 15 1
e 12 16 1
e 12 17 1
e 12 18 1
e 12 19 1
e 12 20 1
e 12 21 1
e 12 22 1
e 13 15 1
e 13 16 1
e 13 17 1
e 13 19 1
e 13 20 1
e 13 21 1
e 13 23 1
e 14 15 1
e 14 16 1
e 14 18 1
e 14 20 1
e 14 22 1
e 15 17 1
e 15 18 1
e 15 20 1
e 15 21 1
e 15 23 1
e 16 18 1
e 16 19 1
e 16 22 1
e 17 20 1
e 17 21 1
e 17 22 1
e 18 19 1
e 18 20 1
e 18 21 1
e 18 22 1
e 18 23 1
e 19 20 1
e 19 21 1
e 19 23 1
e 20 21 1
e 20 22 1
e 21 23 1
e 22 23 1
t # 22
v 0 13
v 1 19
v 2 4
v 3 25
v 4 15
v 5 24
v 6 20
v 7 31
v 8 12
v 9 10
v 10 27
v 11 30
v 12 0
v 13 5
v 14 6
v 15 16
v 16 18
v 17 7
v 18 26
v 19 8
v 20 21
v 21 3
v 22 14
v 23 17
v 24 9
v 25 23
v 26 29
v 27 1
v 28 11
e 0 1 1
e 0 2 1
e 0 3 1
e 0 4 1
e 0 5 1
e 0 6 1
e 0 7 1
e 0 8 1
e 0 9 1
e 0 10 1
e 0 11 1
e 0 12 1
e 0 13 1
e 0 14 1
e 0 15 1
e 0 17 1
e 0 18 1
e 0 19 1
e 0 20 1
e 0 21 1
e 0 22 1
e 0 23 1
e 0 24 1
e 0 25 1
e 0 26 1
e 0 27 1
e 0 28 1
e 1 3 1
e 1 4 1
e 1 5 1
e 1 6 1
e 1 7 1
e 1 8 1
e 1 10 1
e 1 11 1
e 1 12 1
e 1 13 1
e 1 14 1
e 1 15 1
e 1 16 1
e 1 17 1
e 1 18 1
e 1 19 1
e 1 20 1
e 1 21 1
e 1 22 1
e 1 23 1
e 1 24 1
e 1 25 1
e 1 26 1
e 1 27 1
e 1 28 1
e 2 3 1
e 2 4 1
e 2 5 1
e 2 6 1
e 2 7 1
e 2 8 1
e 2 10 1
e 2 11 1
e 2 12 1
e 2 13 1
e 2 14 1
e 2 15 1
e 2 16 1
e 2 17 1
e 2 18 1
e 2 19 1
e 2 20 1
e 2 21 1
e 2 22 1
e 2 23 1
e 2 24 1
e 2 25 1
e 2 26 1
e 2 27 1
e 2 28 1
e 3 4 1
e 3 5 1
e 3 6 1
e 3 7 1
e 3 8 1
e 3 9 1
e 3 10 1
e 3 11 1
e 3 12 1
e 3 13 1
e 3 14 1
e 3 15 1
e 3 16 1
e 3 17 1
e 3 18 1
e 3 19 1
e 3 21 1
e 3 22 1
e 3 23 1
e 3 24 1
e 3 25 1
e 3 26 1
e 3 28 1
e 4 5 1
e 4 7 1
e 4 8 1
e 4 9 1
e 4 11 1
e 4 13 1
e 4 14 1
e 4 15 1
e 4 17 1
e 4 18 1
e 4 19 1
e 4 20 1
e 4 21 1
e 4 22 1
e 4 23 1
e 4 24 1
e 4 25 1
e 4 26 1
e 4 27 1
e 4 28 1
e 5 6 1
e 5 7 1
e 5 8 1
e 5 9 1
e 5 10 1
e 5 11 1
e 5 12 1
e 5 14 1
e 5 16 1
e 5 17 1
e 5 18 1
e 5 19 1
e 5 20 1
e 5 21 1
e 5 23 1
e 5 24 1
e 5 25 1
e 5 26 1
e 5 27 1
e 5 28 1
e 6 7 1
e 6 8 1
e 6 9 1
e 6 10 1
e 6 11 1
e 6 12 1
e 6 13 1
e 6 14 1
e 6 15 1
e 6 16 1
e 6 17 1
e 6 18 1
e 6 19 1
e 6 21 1
e 6 23 1
e 6 24 1
e 6 25 1
e 6 26 1
e 6 27 1
e 6 28 1
e 7 8 1
e 7 9 1
e 7 10 1
e 7 11 1
e 7 12 1
e 7 13 1
e 7 15 1
e 7 16 1
e 7 17 1
e 7 18 1
e 7 19 1
e 7 20 1
e 7 22 1
e 7 23 1
e 7 24 1
e 7 25 1
e 7 26 1
e 7 27 1
e 7 28 1
e 8 9 1
e 8 10 1
e 8 11 1
e 8 13 1
e 8 14 1
e 8 15 1
e 8 16 1
e 8 17 1
e 8 18 1
e 8 20 1
e 8 21 1
e 8 22 1
e 8 23 1
e 8 24 1
e 8 25 1
e 8 26 1
e 8 27 1
e 8 28 1
e 9 10 1
e 9 11 1
e 9 12 1
e 9 13 1
e 9 14 1
e 9 15 1
e 9 16 1
e 9 17 1
e 9 18 1
e 9 19 1
e 9 20 1
e 9 21 1
e 9 22 1
e 9 23 1
e 9 24 1
e 9 25 1
e 9 26 1
e 9 27 1
e 9 28 1
e 10 11 1
e 10 12 1
e 10 13 1
e 10 14 1
e 10 15 1
e 10 16 1
e 10 17 1
e 10 18 1
e 10 19 1
e 10 20 1
e 10 21 1
e 10 22 1
e 10 23 1
e 10 24 1
e 10 25 1
e 10 26 1
e 10 27 1
e 10 28 1
e 11 12 1
e 11 13 1
e 11 15 1
e 11 17 1
e 11 18 1
e 11 19 1
e 11 20 1
e 11 21 1
e 11 22 1
e 11 23 1
e 11 24 1
e 11 25 1
e 11 26 1
e 11 27 1
e 11 28 1
e 12 13 1
e 12 14 1
e 12 16 1
e 12 17 1
e 12 18 1
e 12 19 1
e 12 20 1
e 12 21 1
e 12 22 1
e 12 24 1
e 12 25 1
e 12 26 1
e 12 27 1
e 12 28 1
e 13 14 1
e 13 15 1
e 13 16 1
e 13 17 1
e 13 18 1
e 13 19 1
e 13 21 1
e 13 23 1
e 13 24 1
e 13 25 1
e 13 26 1
e 13 27 1
e 13 28 1
e 14 15 1
e 14 16 1
e 14 17 1
e 14 18 1
e 14 19 1
e 14 20 1
e 14 21 1
e 14 22 1
e 14 23 1
e 14 24 1
e 14 25 1
e 14 26 1
e 14 27 1
e 14 28 1
e 15 16 1
e 15 17 1
e 15 18 1
e 15 19 1
e 15 20 1
e 15 22 1
e 15 23 1
e 15 24 1
e 15 25 1
e 15 26 1
e 15 27 1
e 15 28 1
e 16 17 1
e 16 18 1
e 16 20 1
e 16 21 1
e 16 22 1
e 16 23 1
e 16 24 1
e 16 25 1
e 16 27 1
e 16 28 1
e 17 18 1
e 17 19 1
e 17 20 1
e 17 21 1
e 17 22 1
e 17 24 1
e 17 25 1
e 17 26 1
e 17 27 1
e 17 28 1
e 18 19 1
e 18 20 1
e 18 23 1
e 18 24 1
e 18 25 1
e 18 26 1
e 18 27 1
e 18 28 1
e 19 20 1
e 19 21 1
e 19 23 1
e 19 24 1
e 19 25 1
e 19 26 1
e 19 27 1
e 19 28 1
e 20 21 1
e 20 22 1
e 20 23 1
e 20 26 1
e 20 27 1
e 20 28 1
e 21 22 1
e 21 23 1
e 21 24 1
e 21 25 1
e 21 26 1
e 21 27 1
e 21 28 1
e 22 23 1
e 22 24 1
e 22 25 1
e 22 26 1
e 22 28 1
e 23 24 1
e 23 25 1
e 23 26 1
e 23 27 1
e 23 28 1
e 24 25 1
e 24 26 1
e 24 27 1
e 24 28 1
e 25 26 1
e 25 27 1
e 25 28 1
e 26 27 1
e 26 28 1
e 27 28 1
t # 23
v 0 25
v 1 14
v 2 3
v 3 19
v 4 7
v 5 17
v 6 18
v 7 30
v 8 0
v 9 29
v 10 12
v 11 26
v 12 16
v 13 27
v 14 4
v 15 15
v 16 31
v 17 1
v 18 13
v 19 11
e 0 1 1
e 0 2 1
e 0 3 1
e 0 4 1
e 0 8 1
e 0 10 1
e 0 11 1
e 0 12 1
e 0 14 1
e 0 15 1
e 0 16 1
e 0 17 1
e 0 19 1
e 1 2 1
e 1 6 1
e 1 8 1
e 1 9 1
e 1 10 1
e 1 11 1
e 1 13 1
e 1 14 1
e 1 16 1
e 2 3 1
e 2 4 1
e 2 8 1
e 2 9 1
e 2 11 1
e 2 12 1
e 2 14 1
e 2 16 1
e 2 17 1
e 2 18 1
e 3 4 1
e 3 6 1
e 3 7 1
e 3 11 1
e 3 13 1
e 3 15 1
e 3 16 1
e 3 17 1
e 3 18 1
e 3 19 1
e 4 5 1
e 4 6 1
e 4 9 1
e 4 10 1
e 4 11 1
e 4 14 1
e 4 16 1
e 4 17 1
e 4 18 1
e 5 6 1
e 5 7 1
e 5 11 1
e 5 12 1
e 5 13 1
e 5 15 1
e 5 16 1
e 5 18 1
e 5 19 1
e 6 8 1
e 6 9 1
e 6 11 1
e 6 12 1
e 6 13 1
e 6 14 1
e 6 15 1
e 6 16 1
e 6 19 1
e 7 10 1
e 7 14 1
e 7 15 1
e 7 17 1
e 8 9 1
e 8 10 1
e 8 11 1
e 8 13 1
e 8 14 1
e 8 15 1
e 8 17 1
e 8 18 1
e 9 11 1
e 9 12 1
e 9 14 1
e 9 15 1
e 9 16 1
e 9 17 1
e 9 19 1
e 10 13 1
e 10 14 1
e 10 15 1
e 10 17 1
e 10 18 1
e 11 12 1
e 11 14 1
e 11 16 1
e 11 17 1
e 11 18 1
e 13 14 1
e 13 15 1
e 13 16 1
e 13 17 1
e 13 18 1
e 13 19 1
e 14 15 1
e 14 16 1
e 14 17 1
e 14 18 1
e 14 19 1
e 15 18 1
e 15 19 1
e 16 17 1
e 16 19 1
e 17 18 1
e 18 19 1
t # 24
v 0 23
v 1 2
v 2 6
v 3 27
v 4 9
v 5 12
v 6 16
v 7 1
v 8 31
v 9 11
v 10 13
v 11 0
v 12 5
v 13 21
v 14 14
v 15 15
v 16 28
v 17 10
v 18 7
v 19 3
v 20 4
v 21 24
v 22 29
v 23 22
v 24 25
v 25 20
v 26 18
v 27 30
v 28 26
v 29 8
v 30 19
e 0 2 1
e 0 3 1
e 0 4 1
e 0 5 1
e 0 7 1
e 0 8 1
e 0 11 1
e 0 13 1
e 0 14 1
e 0 15 1
e 0 17 1
e 0 19 1
e 0 20 1
e 0 23 1
e 0 27 1
e 0 29 1
e 1 2 1
e 1 6 1
e 1 7 1
e 1 9 1
e 1 10 1
e 1 11 1
e 1 13 1
e 1 14 1
e 1 16 1
e 1 18 1
e 1 19 1
e 1 20 1
e 1 23 1
e 1 24 1
e 1 26 1
e 1 28 1
e 1 30 1
e 2 3 1
e 2 4 1
e 2 5 1
e 2 8 1
e 2 9 1
e 2 10 1
e 2 11 1
e 2 14 1
e 2 17 1
e 2 19 1
e 2 21 1
e 2 24 1
e 2 26 1
e 2 30 1
e 3 5 1
e 3 6 1
e 3 7 1
e 3 10 1
e 3 12 1
e 3 13 1
e 3 14 1
e 3 15 1
e 3 17 1
e 3 20 1
e 3 21 1
e 3 25 1
e 3 26 1
e 3 29 1
e 4 5 1
e 4 9 1
e 4 11 1
e 4 15 1
e 4 17 1
e 4 18 1
e 4 20 1
e 4 21 1
e 4 23 1
e 4 24 1
e 4 26 1
e 4 28 1
e 4 29 1
e 5 6 1
e 5 7 1
e 5 9 1
e 5 11 1
e 5 13 1
e 5 14 1
e 5 15 1
e 5 16 1
e 5 17 1
e 5 18 1
e 5 20 1
e 5 25 1
e 5 26 1
e 5 29 1
e 6 7 1
e 6 8 1
e 6 9 1
e 6 10 1
e 6 11 1
e 6 12 1
e 6 16 1
e 6 18 1
e 6 22 1
e 6 25 1
e 6 28 1
e 6 29 1
e 7 13 1
e 7 16 1
e 7 19 1
e 7 22 1
e 7 23 1
e 7 24 1
e 7 26 1
e 7 27 1
e 7 29 1
e 7 30 1
e 8 11 1
e 8 12 1
e 8 13 1
e 8 15 1
e 8 16 1
e 8 17 1
e 8 18 1
e 8 20 1
e 8 21 1
e 8 22 1
e 8 23 1
e 8 24 1
e 8 25 1
e 8 29 1
e 9 11 1
e 9 12 1
e 9 15 1
e 9 17 1
e 9 18 1
e 9 20 1
e 9 22 1
e 9 24 1
e 9 25 1
e 9 27 1
e 9 28 1
e 9 29 1
e 9 30 1
e 10 11 1
e 10 14 1
e 10 16 1
e 10 17 1
e 10 18 1
e 10 20 1
e 10 21 1
e 10 22 1
e 10 24 1
e 10 26 1
e 10 27 1
e 10 28 1
e 10 29 1
e 11 12 1
e 11 13 1
e 11 14 1
e 11 15 1
e 11 16 1
e 11 17 1
e 11 18 1
e 11 20 1
e 11 22 1
e 11 23 1
e 11 24 1
e 11 25 1
e 11 26 1
e 11 28 1
e 11 29 1
e 11 30 1
e 12 16 1
e 12 19 1
e 12 20 1
e 12 23 1
e 12 24 1
e 12 25 1
e 12 26 1
e 12 27 1
e 12 29 1
e 13 14 1
e 13 16 1
e 13 20 1
e 13 21 1
e 13 22 1
e 13 23 1
e 13 24 1
e 13 25 1
e 13 26 1
e 13 27 1
e 14 15 1
e 14 16 1
e 14 18 1
e 14 21 1
e 14 22 1
e 14 23 1
e 14 27 1
e 14 29 1
e 15 16 1
e 15 18 1
e 15 19 1
e 15 20 1
e 15 23 1
e 15 24 1
e 15 26 1
e 15 27 1
e 15 28 1
e 15 29 1
e 16 18 1
e 16 19 1
e 16 21 1
e 16 22 1
e 16 26 1
e 16 27 1
e 16 29 1
e 17 18 1
e 17 20 1
e 17 21 1
e 17 22 1
e 17 24 1
e 17 25 1
e 17 26 1
e 17 27 1
e 17 30 1
e 18 19 1
e 18 20 1
e 18 21 1
e 18 22 1
e 18 25 1
e 18 26 1
e 18 27 1
e 18 28 1
e 18 29 1
e 19 23 1
e 19 24 1
e 19 25 1
e 19 26 1
e 19 28 1
e 19 29 1
e 19 30 1
e 20 23 1
e 20 25 1
e 20 26 1
e 20 27 1
e 20 28 1
e 20 30 1
e 21 23 1
e 21 27 1
e 21 30 1
e 22 23 1
e 22 26 1
e 22 28 1
e 22 29 1
e 22 30 1
e 23 25 1
e 23 27 1
e 23 29 1
e 23 30 1
e 24 25 1
e 24 27 1
e 24 29 1
e 25 26 1
e 25 27 1
e 25 29 1
e 26 27 1
e 26 28 1
e 26 30 1
e 28 29 1
e 29 30 1
t # 25
v 0 12
v 1 23
v 2 22
v 3 5
v 4 30
v 5 17
v 6 16
v 7 0
v 8 25
v 9 31
v 10 6
v 11 26
v 12 27
v 13 28
v 14 24
v 15 7
v 16 15
v 17 18
v 18 1
v 19 13
v 20 21
v 21 14
v 22 4
v 23 8
v 24 2
v 25 19
v 26 11
v 27 9
v 28 20
v 29 29
e 0 2 1
e 0 3 1
e 0 4 1
e 0 8 1
e 0 16 1
e 0 19 1
e 0 20 1
e 0 21 1
e 0 25 1
e 1 12 1
e 1 21 1
e 1 27 1
e 2 13 1
e 2 26 1
e 2 27 1
e 3 10 1
e 3 12 1
e 3 19 1
e 3 23 1
e 4 25 1
e 5 7 1
e 5 10 1
e 5 11 1
e 5 22 1
e 5 24 1
e 6 8 1
e 6 19 1
e 6 25 1
e 7 8 1
e 7 11 1
e 7 27 1
e 8 14 1
e 8 17 1
e 8 20 1
e 8 27 1
e 9 29 1
e 10 25 1
e 11 18 1
e 12 18 1
e 12 21 1
e 12 26 1
e 12 27 1
e 13 26 1
e 14 18 1
e 14 19 1
e 15 28 1
e 16 21 1
e 16 22 1
e 17 21 1
e 17 29 1
e 20 24 1
e 20 25 1
e 20 26 1
e 20 28 1
e 21 22 1
e 22 27 1
e 23 29 1
e 24 28 1
t # 26
v 0 7
v 1 22
v 2 18
v 3 19
v 4 8
v 5 17
v 6 9
v 7 14
v 8 5
v 9 28
v 10 20
v 11 3
v 12 6
v 13 27
v 14 4
v 15 1
v 16 13
v 17 25
v 18 15
v 19 0
v 20 10
v 21 26
v 22 11
v 23 31
v 24 12
v 25 29
v 26 23
e 0 1 1
e 0 3 1
e 0 5 1
e 0 6 1
e 0 18 1
e 0 22 1
e 0 24 1
e 0 25 1
e 1 7 1
e 1 9 1
e 1 11 1
e 1 14 1
e 1 15 1
e 1 21 1
e 1 23 1
e 2 4 1
e 2 8 1
e 2 11 1
e 2 17 1
e 2 21 1
e 2 23 1
e 3 4 1
e 3 8 1
e 3 18 1
e 3 21 1
e 3 23 1
e 4 5 1
e 4 6 1
e 4 9 1
e 4 15 1
e 4 16 1
e 5 17 1
e 5 18 1
e 5 20 1
e 5 24 1
e 5 26 1
e 6 8 1
e 6 10 1
e 6 12 1
e 6 16 1
e 6 19 1
e 6 23 1
e 6 25 1
e 7 8 1
e 7 9 1
e 7 11 1
e 7 18 1
e 7 22 1
e 8 10 1
e 8 15 1
e 8 16 1
e 8 17 1
e 8 20 1
e 9 10 1
e 9 11 1
e 9 14 1
e 9 18 1
e 9 21 1
e 9 25 1
e 10 11 1
e 10 13 1
e 10 14 1
e 10 17 1
e 10 19 1
e 10 21 1
e 10 23 1
e 10 26 1
e 11 12 1
e 11 13 1
e 11 21 1
e 11 22 1
e 11 25 1
e 12 13 1
e 12 14 1
e 12 17 1
e 12 18 1
e 12 22 1
e 12 23 1
e 12 24 1
e 12 26 1
e 13 16 1
e 13 17 1
e 13 20 1
e 13 21 1
e 13 25 1
e 14 18 1
e 14 20 1
e 15 21 1
e 15 22 1
e 15 25 1
e 15 26 1
e 16 17 1
e 16 18 1
e 16 19 1
e 16 20 1
e 16 26 1
e 17 24 1
e 18 21 1
e 18 24 1
e 18 26 1
e 19 23 1
e 19 25 1
e 20 22 1
e 20 23 1
e 20 25 1
e 21 24 1
e 21 25 1
e 22 23 1
e 23 24 1
e 23 26 1
e 24 25 1
e 25 26 1
t # 27
v 0 14
v 1 18
v 2 28
v 3 12
v 4 0
v 5 10
v 6 7
v 7 5
v 8 23
v 9 15
v 10 8
v 11 6
v 12 19
v 13 3
v 14 29
v 15 2
v 16 30
v 17 27
v 18 4
v 19 22
v 20 13
v 21 25
v 22 24
v 23 16
v 24 1
v 25 20
v 26 31
v 27 11
v 28 21
e 0 1 1
e 0 3 1
e 0 8 1
e 0 10 1
e 0 12 1
e 0 13 1
e 0 15 1
e 0 17 1
e 0 18 1
e 0 19 1
e 0 20 1
e 0 21 1
e 0 24 1
e 0 25 1
e 0 26 1
e 0 27 1
e 1 2 1
e 1 3 1
e 1 4 1
e 1 6 1
e 1 11 1
e 1 14 1
e 1 15 1
e 1 16 1
e 1 17 1
e 1 19 1
e 1 21 1
e 1 22 1
e 1 23 1
e 2 7 1
e 2 10 1
e 2 15 1
e 2 16 1
e 2 17 1
e 2 18 1
e 2 21 1
e 2 22 1
e 2 24 1
e 2 25 1
e 3 6 1
e 3 7 1
e 3 11 1
e 3 12 1
e 3 13 1
e 3 16 1
e 3 18 1
e 3 19 1
e 3 20 1
e 3 24 1
e 3 28 1
e 4 5 1
e 4 6 1
e 4 8 1
e 4 11 1
e 4 13 1
e 4 14 1
e 4 16 1
e 4 19 1
e 4 22 1
e 4 23 1
e 4 25 1
e 5 6 1
e 5 9 1
e 5 12 1
e 5 16 1
e 5 18 1
e 5 23 1
e 5 24 1
e 5 25 1
e 6 8 1
e 6 11 1
e 6 13 1
e 6 14 1
e 6 16 1
e 6 18 1
e 6 19 1
e 6 20 1
e 6 24 1
e 6 27 1
e 7 14 1
e 7 18 1
e 7 20 1
e 7 21 1
e 7 26 1
e 7 27 1
e 8 10 1
e 8 12 1
e 8 16 1
e 8 17 1
e 8 18 1
e 8 19 1
e 8 22 1
e 8 23 1
e 8 24 1
e 8 27 1
e 8 28 1
e 9 13 1
e 9 15 1
e 9 18 1
e 9 22 1
e 9 23 1
e 9 25 1
e 10 15 1
e 10 19 1
e 10 21 1
e 10 22 1
e 10 23 1
e 10 26 1
e 11 14 1
e 11 15 1
e 11 17 1
e 11 18 1
e 11 19 1
e 11 20 1
e 11 22 1
e 11 25 1
e 11 28 1
e 12 13 1
e 12 16 1
e 12 17 1
e 12 18 1
e 12 20 1
e 12 22 1
e 12 23 1
e 12 25 1
e 12 26 1
e 12 27 1
e 12 28 1
e 13 17 1
e 13 18 1
e 13 20 1
e 13 22 1
e 13 25 1
e 13 26 1
e 13 28 1
e 14 27 1
e 14 28 1
e 15 18 1
e 15 19 1
e 15 20 1
e 15 23 1
e 15 27 1
e 15 28 1
e 16 17 1
e 16 18 1
e 16 19 1
e 16 21 1
e 16 22 1
e 16 24 1
e 17 20 1
e 17 24 1
e 18 20 1
e 18 21 1
e 18 23 1
e 18 24 1
e 18 27 1
e 19 23 1
e 19 24 1
e 19 25 1
e 19 27 1
e 19 28 1
e 20 22 1
e 20 23 1
e 20 24 1
e 20 25 1
e 20 26 1
e 20 27 1
e 21 23 1
e 21 24 1
e 21 26 1
e 21 27 1
e 22 25 1
e 22 26 1
e 22 28 1
e 23 28 1
e 24 26 1
e 24 28 1
e 25 27 1
e 26 27 1
e 26 28 1
e 27 28 1
t # 28
v 0 16
v 1 17
v 2 31
v 3 15
v 4 0
v 5 27
v 6 11
v 7 26
v 8 10
v 9 18
v 10 4
v 11 3
v 12 1
v 13 8
v 14 25
v 15 23
v 16 19
v 17 24
